isoformID	chrom	startCoor0based	endCoor	geneStrand	geneID	geneName	blockCount	blockSize	blockStarts	refMapLen	blockType	blockAnno	isKnownSS	isKnownFSJ	canoFSJMotif	isKnownExon	isKnownBSJ	isCanoBSJ	canoBSJMotif	BSJCate	FSJCate	readCount	readIDs	isoCirc_coords	bsj_region
chr11|57817973|57818213|1|240|0	chr11	57817973	57818213	NA	NA	NA	1	240	0	240	N	ENST00000399039:I(73)+E21(167);ENST00000524630:E19(240);ENST00000361796:E20(240);ENST00000532245:E16(240);ENST00000415361:E19(240);ENST00000530094:E18(240);ENST00000526357:E19(240);ENST00000532844:E20(240);ENST00000525902:E15(240);ENST00000529873:E18(240);ENST00000526772:E14(240);ENST00000531014:E15(240);ENST00000528232:E18(240);ENST00000527467:E16(240);ENST00000428599:E18(240);ENST00000530748:E19(240);ENST00000528621:E18(240);ENST00000532649:E19(240);ENST00000533667:E14(240);ENST00000532787:E17(240);ENST00000358694:E19(240);ENST00000529986:E17(240);ENST00000532463:E17(240);ENST00000361332:E20(240);ENST00000361391:E19(240);ENST00000399050:E21(240);ENST00000426142:E17(240);ENST00000529526:E19(240);ENST00000534579:E19(240);ENST00000524630.5:E19(240);ENST00000358694.10:E19(240);ENST00000361332.8:E20(240);ENST00000361391.10:E19(240);ENST00000361796.9:E20(240);ENST00000399050.8:E21(240);ENST00000415361.6:E19(240);ENST00000426142.6:E17(240);ENST00000428599.6:E18(240);ENST00000525902.5:E15(240);ENST00000526357.5:E19(240);ENST00000526772.5:E14(240);ENST00000527467.5:E16(240);ENST00000528232.5:E18(240);ENST00000528621.5:E18(240);ENST00000529526.5:E19(240);ENST00000529873.5:E18(240);ENST00000529986.5:E17(240);ENST00000530094.5:E18(240);ENST00000530748.5:E19(240);ENST00000531014.5:E15(240);ENST00000532245.5:E16(240);ENST00000532463.5:E17(240);ENST00000532649.5:E19(240);ENST00000532787.5:E17(240);ENST00000532844.5:E20(240);ENST00000533667.5:E14(240);ENST00000534579.5:E19(240);NM_001085469.2:E16(240);NM_001085465.2:E17(240);NM_001085468.2:E17(240);NM_001085464.2:E18(240);NM_001085466.2:E18(240);NM_001085463.2:E19(240);NM_001206887.2:E18(240);NM_001206888.2:E18(240);NM_001206886.2:E19(240);NM_001206884.2:E19(240);NM_001206883.2:E20(240);NM_001085462.2:E18(240);NM_001206889.2:E19(240);NM_001085460.2:E19(240);NM_001206890.2:E17(240);NM_001085467.2:E17(240);NM_001206891.2:E19(240);NM_001331.3:E19(240);NM_001085461.2:E19(240);NM_001085459.2:E20(240);NM_001206885.2:E20(240);NM_001085458.2:E21(240);NR_037646.1:E21(240);NM_001206887:E18(240);NM_001206886:E19(240);NM_001206885:E20(240);NM_001206890:E17(240);NM_001085459:E20(240);NM_001085460:E19(240);NR_037646:E21(240);NM_001206884:E19(240);NM_001206891:E19(240);NM_001085465:E17(240);NM_001085464:E18(240);NM_001331:E19(240);NM_001085466:E18(240);NM_001085461:E19(240);NM_001085463:E19(240);NM_001206883:E20(240);NM_001085462:E18(240);NM_001206889:E19(240);NM_001206888:E18(240);NM_001085469:E16(240);NM_001085468:E17(240);NM_001085467:E17(240);NM_001085458:E21(240)	False,False	NA	NA	False	False	True	+GT/AG	NNC	FSM	4	598d3631-593c-4974-bea8-8d6426c573a8,3d586133-9f49-4a45-af29-56b261d794ed,f1dbcb56-8671-4574-b0db-938dfbc95a42,e1061081-9f1c-44f8-9afa-be7ba6b201fd	chr11578179735781821312400	chr11:57817973:57818213
chr11|61964986|61965105|1|119|0	chr11	61964986	61965105	-,-	ENSG00000167996,E9PRK8	ENSG00000167996,E9PRK8	1	119	0	119	N	ENST00000273550:E3(119);ENST00000620041:E4(119);ENST00000534180:E3(119);ENST00000532829:E3(119);ENST00000526640:E3(119);ENST00000532601:E3(119);ENST00000534719:E3(119);ENST00000533138:E2(119);ENST00000529548:I(2)+E4(117);ENST00000273550.12:E3(119);ENST00000532829.5:E3(119);ENST00000620041.4:E4(119);ENST00000534180.1:E3(119);ENST00000526640.5:E3(119);ENST00000532601.1:E3(119);ENST00000534719.1:E3(119);ENST00000533138.1:E2(119);ENST00000529548.1:I(2)+E4(117);NM_002032.3:E3(119);NM_002032:E3(119);ENST00000449131:E9(119);ENST00000449131.6:E9(119);NM_001363591.2:E8(119);NM_001363593.2:E8(119);NM_001139443.2:E9(119);NM_001363593:E8(119);NM_001363591:E8(119);NM_001139443:E9(119)	True,True	NA	NA	True	False	True	-GT/AG	NIC	FSM	1	295bb65a-2c4a-4aa4-8842-3b2d9aaf842b	chr11619649866196510511190	chr11:61964986:61965105
chr11|74859157|74863021|2|75,41|0,3823	chr11	74859157	74863021	-,-,-	ENSG00000166435,Q6P2D8,XRRA1	ENSG00000166435,Q6P2D8,XRRA1	2	75,41	0,3823	116	N,N	ENST00000340360:E12(75);ENST00000528819:I(9)+E3(66);ENST00000340360.10:E12(75);ENST00000528819.1:I(9)+E3(66);XM_011544760.2:E12(75);XM_011544765.1:E10(75);XM_011544768.1:E10(75);XM_011544766.3:E12(75);XM_005273770.2:E10(75);XM_017017226.2:E11(75);XM_017017230.2:E9(75);XM_011544767.1:E11(75);XM_017017227.1:E11(75);XM_011544755.1:E12(75);XM_017017221.1:E12(75);XM_011544758.1:E10(75);XM_011544759.1:E10(75);XM_011544761.1:E9(75);NM_001378157.1:E12(75);NM_182969.4:E12(75);NM_001378158.1:E11(75);XM_017017228.2:E10(75);XM_011544763.2:E12(75);XM_017017223.2:E10(75);NM_182969:E12(75),ENST00000340360:E11(41);ENST00000321448:E9(41);ENST00000431210:E1(41);ENST00000340360.10:E11(41);ENST00000321448.12:E9(41);ENST00000431210.2:E1(41);XM_011544760.2:E11(41);XM_011544765.1:E9(41);XM_011544768.1:E9(41);XM_011544766.3:E11(41);XM_005273770.2:E9(41);XM_017017226.2:E10(41);XM_017017230.2:E8(41);XM_011544767.1:E10(41);XM_017017227.1:E10(41);XM_011544755.1:E11(41);XM_017017221.1:E11(41);XM_011544756.1:E11(41);XM_011544757.1:E11(41);XM_011544758.1:E9(41);XM_011544759.1:E9(41);XM_011544761.1:E8(41);NM_001378157.1:E11(41);NM_001378159.1:E11(41);NM_001378160.1:E11(41);NM_182969.4:E11(41);NM_001378161.1:E10(41);NM_001378163.1:E10(41);NM_001378172.1:E9(41);NM_001378164.1:E10(41);NM_001378158.1:E10(41);NM_001270381.3:E9(41);NM_001378173.1:E9(41);NM_001378168.1:E5(41);XM_017017228.2:E9(41);XM_011544763.2:E11(41);XM_017017222.2:E11(41);XM_017017223.2:E9(41);NR_165437.1:E6(41);NR_165438.1:E4(41);NM_001270381:E9(41);NM_182969:E11(41)	True,False,True,True	False	-GT/AG	False,True	False	True	-GT/AG	NIC	NNC	1	a5b53c57-daaf-4274-816e-0ee55f61941c	chr117485915774863021275,410,3823	chr11:74859157:74863021
chr11|95779606|95788563|5|81,48,153,39,40|0,272,3458,6512,8917	chr11	95779606	95788563	-,-,-,-	ENSG00000077458,Q5HYJ3,F5GX09,FAM76B	ENSG00000077458,Q5HYJ3,F5GX09,FAM76B	5	81,48,153,39,40	0,272,3458,6512,8917	361	N,N,N,N,N	ENST00000358780:E7(81);ENST00000398187:E7(81);ENST00000543641:E7(81);ENST00000536839:E7(81);ENST00000545654:E6(81);ENST00000535919:E3(81);ENST00000398187.6:E7(81);ENST00000358780.10:E7(81);ENST00000543641.5:E7(81);ENST00000536839.1:E7(81);ENST00000545654.5:E6(81);ENST00000535919.1:E3(81);XM_011542610.2:E8(81);XM_005273776.4:E7(81);XM_011542611.3:E7(81);NM_144664.5:E7(81);NM_001330357.2:E7(81);XM_011542613.1:E7(81);XM_011542612.1:E7(81);XR_001747776.1:E8(81);XR_001747775.2:E7(81);XR_247187.5:E7(81);XR_001747774.2:E7(81);NM_144664:E7(81);NM_001330357:E7(81),ENST00000358780:E6(48);ENST00000398187:E6(48);ENST00000543641:E6(48);ENST00000536839:E6(48);ENST00000545654:E5(48);ENST00000535919:E2(48);ENST00000398187.6:E6(48);ENST00000358780.10:E6(48);ENST00000543641.5:E6(48);ENST00000536839.1:E6(48);ENST00000545654.5:E5(48);ENST00000535919.1:E2(48);XM_011542610.2:E7(48);XM_005273776.4:E6(48);XM_011542611.3:E6(48);NM_144664.5:E6(48);NM_001330357.2:E6(48);XM_011542613.1:E6(48);XM_011542612.1:E6(48);XR_001747776.1:E7(48);XR_001747775.2:E6(48);XR_247187.5:E6(48);XR_001747774.2:E6(48);NM_144664:E6(48);NM_001330357:E6(48),ENST00000358780:E5(153);ENST00000398187:E5(153);ENST00000543641:E5(153);ENST00000536839:E5(153);ENST00000545654:E4(153);ENST00000535919:E1(153);ENST00000540054:E5(153);ENST00000542135:E5(153);ENST00000537749:I(133)+E2(20);ENST00000398187.6:E5(153);ENST00000358780.10:E5(153);ENST00000543641.5:E5(153);ENST00000536839.1:E5(153);ENST00000545654.5:E4(153);ENST00000535919.1:E1(153);ENST00000542135.5:E5(153);ENST00000540054.5:E5(153);ENST00000537749.1:I(133)+E2(20);XM_011542610.2:E6(153);XM_005273776.4:E5(153);XM_011542611.3:E5(153);NM_144664.5:E5(153);NM_001330357.2:E5(153);XM_011542613.1:E5(153);XM_011542612.1:E5(153);XR_001747776.1:E6(153);XR_001747775.2:E5(153);XR_247187.5:E5(153);XR_001747774.2:E5(153);NM_144664:E5(153);NM_001330357:E5(153),ENST00000358780:E4(39);ENST00000398187:E4(39);ENST00000543641:E4(39);ENST00000536839:E4(39);ENST00000545654:E3(39);ENST00000540054:E4(39);ENST00000542135:E4(39);ENST00000537749:E1(39);ENST00000398187.6:E4(39);ENST00000358780.10:E4(39);ENST00000543641.5:E4(39);ENST00000536839.1:E4(39);ENST00000545654.5:E3(39);ENST00000542135.5:E4(39);ENST00000540054.5:E4(39);ENST00000537749.1:E1(39);XM_011542610.2:E5(39);XM_005273776.4:E4(39);XM_011542611.3:E4(39);NM_144664.5:E4(39);NM_001330357.2:E4(39);XM_011542613.1:E4(39);XM_011542612.1:E4(39);XR_001747776.1:E5(39);XR_001747775.2:E4(39);XR_247187.5:E4(39);XR_001747774.2:E4(39);NM_144664:E4(39);NM_001330357:E4(39),ENST00000358780:E2(40);ENST00000398187:E2(40);ENST00000543641:E2(40);ENST00000536839:E2(40);ENST00000545654:E1(40);ENST00000540054:E2(40);ENST00000542135:E2(40);ENST00000538047:E2(40);ENST00000538316:E3(40);ENST00000398187.6:E2(40);ENST00000358780.10:E2(40);ENST00000543641.5:E2(40);ENST00000536839.1:E2(40);ENST00000545654.5:E1(40);ENST00000542135.5:E2(40);ENST00000540054.5:E2(40);ENST00000538047.5:E2(40);ENST00000538316.1:E3(40);XM_011542610.2:E3(40);XM_005273776.4:E2(40);XM_011542611.3:E2(40);NM_144664.5:E2(40);NM_001330357.2:E2(40);XM_011542613.1:E2(40);XM_011542612.1:E2(40);XR_001747776.1:E3(40);XR_001747775.2:E2(40);XR_247187.5:E2(40);XR_001747774.2:E2(40);NM_144664:E2(40);NM_001330357:E2(40)	True,True,True,True,True,False,True,False,False,True	True,True,False,False	-GT/AG,-GT/AG,-GT/AG,-GC/AG	True,True,False,False,False	False	True	-GT/AG	NIC	NNC	3	a01d32c6-c59a-430c-990d-662b939d1850,6fb45580-a3dd-4157-a50d-7268d730e5ae,b74f7725-153c-4991-ae98-4cf4ed83c292	chr119577960695788563581,48,153,39,400,272,3458,6512,8917	chr11:95779606:95788563
chr12|6769602|6769999|2|72,79|0,318	chr12	6769602	6769999	+,+,+,+,+	ENSG00000159335,ENST00000540667.5,P20962,ENST00000540828.6,PTMS	ENSG00000159335,ENST00000540667.5,P20962,ENST00000540828.6,PTMS	2	72,79	0,318	151	N,N	ENST00000540667:E2(72);ENST00000619580:E2(72);ENST00000389462:E2(72);ENST00000540874:E2(72);ENST00000309083:E2(72);ENST00000540828:E2(72);ENST00000538057:E2(72);ENST00000540667.5:E2(72);ENST00000309083.7:E2(72);ENST00000389462.8:E2(72);ENST00000619580.4:E2(72);ENST00000540874.5:E2(72);ENST00000540828.6:E2(72);ENST00000538057.2:E2(72);NM_002824.6:E2(72);NM_001330333.2:E2(72);NM_001330333:E2(72);NM_002824:E2(72),ENST00000540667:E3(79);ENST00000619580:E3(79);ENST00000389462:E3(79);ENST00000309083:E3(79);ENST00000540828:E3(79);ENST00000538057:E3(79);ENST00000540667.5:E3(79);ENST00000309083.7:E3(79);ENST00000389462.8:E3(79);ENST00000619580.4:E3(79);ENST00000540828.6:E3(79);ENST00000538057.2:E3(79);NM_002824.6:E3(79);NM_001330333.2:E3(79);NM_001330333:E3(79);NM_002824:E3(79)	True,True,True,True	True	+GT/AG	True,True	False	True	+GT/AG	NIC	FSM	1	035ab148-cdd4-4fee-aaf1-8869a55bbbb7	chr1267696026769999272,790,318	chr12:6769602:6769999
chr12|6769617|6769999|2|57,79|0,303	chr12	6769617	6769999	+,+,+,+,+	ENSG00000159335,ENST00000540667.5,P20962,ENST00000540828.6,PTMS	ENSG00000159335,ENST00000540667.5,P20962,ENST00000540828.6,PTMS	2	57,79	0,303	136	N,N	ENST00000540667:E2(57);ENST00000619580:E2(57);ENST00000389462:E2(57);ENST00000540874:E2(57);ENST00000309083:E2(57);ENST00000540828:E2(57);ENST00000538057:E2(57);ENST00000540667.5:E2(57);ENST00000309083.7:E2(57);ENST00000389462.8:E2(57);ENST00000619580.4:E2(57);ENST00000540874.5:E2(57);ENST00000540828.6:E2(57);ENST00000538057.2:E2(57);NM_002824.6:E2(57);NM_001330333.2:E2(57);NM_001330333:E2(57);NM_002824:E2(57),ENST00000540667:E3(79);ENST00000619580:E3(79);ENST00000389462:E3(79);ENST00000309083:E3(79);ENST00000540828:E3(79);ENST00000538057:E3(79);ENST00000540667.5:E3(79);ENST00000309083.7:E3(79);ENST00000389462.8:E3(79);ENST00000619580.4:E3(79);ENST00000540828.6:E3(79);ENST00000538057.2:E3(79);NM_002824.6:E3(79);NM_001330333.2:E3(79);NM_001330333:E3(79);NM_002824:E3(79)	False,True,True,True	True	+GT/AG	False,True	False	True	+GT/AG	NNC	FSM	1	4ff63b91-d012-4cb4-9367-616c73eea697	chr1267696176769999257,790,303	chr12:6769617:6769999
chr12|6769920|6769999|1|79|0	chr12	6769920	6769999	+,+,+,+,+	ENSG00000159335,ENST00000540667.5,P20962,ENST00000540828.6,PTMS	ENSG00000159335,ENST00000540667.5,P20962,ENST00000540828.6,PTMS	1	79	0	79	N	ENST00000540667:E3(79);ENST00000619580:E3(79);ENST00000389462:E3(79);ENST00000309083:E3(79);ENST00000540828:E3(79);ENST00000538057:E3(79);ENST00000540667.5:E3(79);ENST00000309083.7:E3(79);ENST00000389462.8:E3(79);ENST00000619580.4:E3(79);ENST00000540828.6:E3(79);ENST00000538057.2:E3(79);NM_002824.6:E3(79);NM_001330333.2:E3(79);NM_001330333:E3(79);NM_002824:E3(79)	True,True	NA	NA	True	False	True	+GT/AG	NIC	FSM	2	f18719c9-0e69-4acc-a75b-bbf2276c9a4e,a7ca565e-3349-46a2-83ff-52e09825b243	chr12676992067699991790	chr12:6769920:6769999
chr12|6769981|6770218|2|18,62|0,175	chr12	6769981	6770218	+,+,+,+,+,+,+	ENSG00000159335,ENST00000540667.5,P20962,F5GXR3,ENST00000540828.6,ENST00000538057.2,PTMS	ENSG00000159335,ENST00000540667.5,P20962,F5GXR3,ENST00000540828.6,ENST00000538057.2,PTMS	2	18,62	0,175	80	N,N	ENST00000540667:E3(18);ENST00000619580:E3(18);ENST00000389462:E3(18);ENST00000309083:E3(18);ENST00000540828:E3(18);ENST00000538057:E3(18);ENST00000540667.5:E3(18);ENST00000309083.7:E3(18);ENST00000389462.8:E3(18);ENST00000619580.4:E3(18);ENST00000540828.6:E3(18);ENST00000538057.2:E3(18);NM_002824.6:E3(18);NM_001330333.2:E3(18);NM_001330333:E3(18);NM_002824:E3(18),ENST00000540667:E4(62);ENST00000619580:E4(62);ENST00000389462:E4(62);ENST00000309083:E4(62);ENST00000540828:E4(62);ENST00000538057:E4(62);ENST00000540667.5:E4(62);ENST00000309083.7:E4(62);ENST00000389462.8:E4(62);ENST00000619580.4:E4(62);ENST00000540828.6:E4(62);ENST00000538057.2:E4(62);NM_002824.6:E4(62);NM_001330333.2:E4(62);NM_001330333:E4(62);NM_002824:E4(62)	False,True,True,True	True	+GT/AG	False,True	False	True	+GT/AG	NNC	FSM	1	5a3b5f5e-0541-4956-8113-22930e2db063	chr1267699816770218218,620,175	chr12:6769981:6770218
chr13|97990125|97992960|3|97,105,69|0,307,2766	chr13	97990125	97992960	+,+,+,+	ENSG00000065150,O00410,H0Y8C6,IPO5	ENSG00000065150,O00410,H0Y8C6,IPO5	3	97,105,69	0,307,2766	271	N,N,N	ENST00000261574:E8(97);ENST00000357602:E8(97);ENST00000475420:E6(45)+I(52);ENST00000490680:E5(97);ENST00000403772:E4(97);ENST00000469360:E5(97);ENST00000473582:E5(85)+I(12);ENST00000261574.10:E8(97);ENST00000651721.2:E8(97);ENST00000357602.7:E8(97);ENST00000475420.5:E6(45)+I(52);ENST00000490680.5:E5(97);ENST00000403772.8:E4(97);ENST00000469360.5:E5(97);ENST00000473582.1:E5(85)+I(12);XM_005254053.3:E7(97);XM_011521090.2:E8(97);XM_005254052.3:E7(97);XM_024449346.1:E8(97);NM_002271.6:E8(97);XM_017020562.1:E8(97);XM_011521088.2:E9(97);XM_011521087.2:E9(97);XM_011521089.2:E10(97);NM_002271:E8(97),ENST00000261574:E9(105);ENST00000357602:E9(105);ENST00000490680:E6(105);ENST00000403772:E5(70)+I(35);ENST00000469360:E6(105);ENST00000261574.10:E9(105);ENST00000651721.2:E9(105);ENST00000357602.7:E9(105);ENST00000490680.5:E6(105);ENST00000403772.8:E5(70)+I(35);ENST00000469360.5:E6(105);XM_005254053.3:E8(105);XM_011521090.2:E9(105);XM_005254052.3:E8(105);XM_024449346.1:E9(105);NM_002271.6:E9(105);XM_017020562.1:E9(105);XM_011521088.2:E10(105);XM_011521087.2:E10(105);XM_011521089.2:E11(105);NM_002271:E9(105),ENST00000261574:E10(69);ENST00000357602:E10(69);ENST00000490680:E7(69);ENST00000469360:E7(69);ENST00000261574.10:E10(69);ENST00000651721.2:E10(69);ENST00000357602.7:E10(69);ENST00000490680.5:E7(69);ENST00000469360.5:E7(69);XM_005254053.3:E9(69);XM_011521090.2:E10(69);XM_005254052.3:E9(69);XM_024449346.1:E10(69);NM_002271.6:E10(69);XM_017020562.1:E10(69);XM_011521088.2:E11(69);XM_011521087.2:E11(69);XM_011521089.2:E12(69);NM_002271:E10(69)	True,True,True,True,True,False	True,True	+GT/AG,+GT/AG	True,True,False	False	True	+GT/AG	NNC	FSM	1	55ec9be0-44fe-4796-a0cb-8e9e450e79b9	chr139799012597992960397,105,690,307,2766	chr13:97990125:97992960
chr14|70988566|71009724|2|45,91|0,21067	chr14	70988566	71009724	+,+,+,+	ENSG00000100731,ENST00000554879.5,Q96RV3,PCNX1	ENSG00000100731,ENST00000554879.5,Q96RV3,PCNX1	2	45,91	0,21067	136	N,N	ENST00000304743:E7(45);ENST00000554879:E7(45);ENST00000554879.5:E7(45);ENST00000304743.7:E7(45);XM_017021097.1:E2(45);XM_024449513.1:E2(45);XM_005267424.3:E7(45);NM_014982.3:E7(45);XM_005267427.4:E7(45);XM_005267421.4:I(3)+E7(42);XM_005267423.4:E7(45);XM_005267422.4:E7(45);XM_005267420.4:E7(45);XR_245673.4:E7(45);XR_245672.4:E7(45);NM_014982:E7(45),ENST00000304743:E9(91);ENST00000554879:E9(91);ENST00000439984:E7(91);ENST00000556846:E2(91);ENST00000554879.5:E9(91);ENST00000304743.7:E9(91);ENST00000439984.7:E7(91);ENST00000556846.1:E2(91);XM_024449513.1:E3(91);XM_005267424.3:E9(91);NM_001308160.2:E7(91);NM_014982.3:E9(91);XM_005267427.4:E9(91);XM_017021096.1:E7(91);XM_005267425.4:E7(91);XM_005267421.4:E9(91);XM_005267423.4:E9(91);XM_005267422.4:E9(91);XM_005267420.4:E9(91);XR_245673.4:E9(91);XR_245672.4:E9(91);NM_014982:E9(91);NM_001308160:E7(91)	True,False,True,True	False	+GC/AG	False,True	False	True	+GT/AG	NIC	NNC	1	9b6922ca-06e8-460b-96bd-b60cd34e3ced	chr147098856671009724245,910,21067	chr14:70988566:71009724
chr14|73879095|73880176|2|30,153|0,928	chr14	73879095	73880176	+,+,+,+	ENSG00000140043,V9HW32,G3V2R9,PTGR2	ENSG00000140043,V9HW32,G3V2R9,PTGR2	2	30,153	0,928	183	N,N	ENST00000555228:E6(30);ENST00000555661:E6(30);ENST00000267568:E6(30);ENST00000556219:E4(30);ENST00000553813:E4(30);ENST00000555228.5:E6(30);ENST00000555661.5:E6(30);ENST00000267568.8:E6(30);ENST00000556219.1:E4(30);ENST00000553813.1:E4(30);NM_001371326.1:E5(30);NM_001146155.3:E6(30);NM_001371332.1:E7(30);NM_001371325.1:E6(30);NM_152444.4:E6(30);NM_001371331.1:E7(30);NM_001146154.2:E6(30);NM_001371330.1:E7(30);NM_001146154:E6(30);NM_001371326:E5(30);NM_001371325:E6(30);NM_001146155:E6(30);NM_001371332:E7(30);NM_001371330:E7(30);NM_001371331:E7(30);NM_152444:E6(30),ENST00000555228:I(31)+E7(122);ENST00000555661:I(31)+E7(122);ENST00000267568:I(31)+E7(122);ENST00000556551:I(31)+E6(122);ENST00000556219:E4(153);ENST00000553813:I(31)+E5(122);ENST00000555228.5:I(31)+E7(122);ENST00000555661.5:I(31)+E7(122);ENST00000267568.8:I(31)+E7(122);ENST00000556551.2:I(31)+E6(122);ENST00000556219.1:E4(153);ENST00000553813.1:I(31)+E5(122);NM_001371326.1:I(31)+E6(122);NM_001371329.1:I(31)+E6(122);NM_001146155.3:I(31)+E7(122);NM_001371332.1:I(31)+E8(122);NM_001371325.1:I(31)+E7(122);NM_001371328.1:I(31)+E6(122);NM_152444.4:I(31)+E7(122);NM_001371331.1:I(31)+E8(122);NM_001371327.1:I(31)+E6(122);NM_001146154.2:I(31)+E7(122);NM_001371330.1:I(31)+E8(122);NR_163921.1:I(31)+E7(122);NR_163921:I(31)+E7(122);NM_001146154:I(31)+E7(122);NM_001371326:I(31)+E6(122);NM_001371325:I(31)+E7(122);NM_001371329:I(31)+E6(122);NM_001146155:I(31)+E7(122);NM_001371332:I(31)+E8(122);NM_001371330:I(31)+E8(122);NM_001371331:I(31)+E8(122);NM_152444:I(31)+E7(122);NM_001371327:I(31)+E6(122);NM_001371328:I(31)+E6(122)	True,False,False,True	False	+GT/AG	False,False	False	True	+GT/AG	NIC	NNC	1	4b676c5e-14ce-4720-a67c-6711a29e1922	chr147387909573880176230,1530,928	chr14:73879095:73880176
chr14|73879095|73880176|2|30,158|0,923	chr14	73879095	73880176	+,+,+,+	ENSG00000140043,V9HW32,G3V2R9,PTGR2	ENSG00000140043,V9HW32,G3V2R9,PTGR2	2	30,158	0,923	188	N,N	ENST00000555228:E6(30);ENST00000555661:E6(30);ENST00000267568:E6(30);ENST00000556219:E4(30);ENST00000553813:E4(30);ENST00000555228.5:E6(30);ENST00000555661.5:E6(30);ENST00000267568.8:E6(30);ENST00000556219.1:E4(30);ENST00000553813.1:E4(30);NM_001371326.1:E5(30);NM_001146155.3:E6(30);NM_001371332.1:E7(30);NM_001371325.1:E6(30);NM_152444.4:E6(30);NM_001371331.1:E7(30);NM_001146154.2:E6(30);NM_001371330.1:E7(30);NM_001146154:E6(30);NM_001371326:E5(30);NM_001371325:E6(30);NM_001146155:E6(30);NM_001371332:E7(30);NM_001371330:E7(30);NM_001371331:E7(30);NM_152444:E6(30),ENST00000555228:I(36)+E7(122);ENST00000555661:I(36)+E7(122);ENST00000267568:I(36)+E7(122);ENST00000556551:I(36)+E6(122);ENST00000556219:E4(158);ENST00000553813:I(36)+E5(122);ENST00000555228.5:I(36)+E7(122);ENST00000555661.5:I(36)+E7(122);ENST00000267568.8:I(36)+E7(122);ENST00000556551.2:I(36)+E6(122);ENST00000556219.1:E4(158);ENST00000553813.1:I(36)+E5(122);NM_001371326.1:I(36)+E6(122);NM_001371329.1:I(36)+E6(122);NM_001146155.3:I(36)+E7(122);NM_001371332.1:I(36)+E8(122);NM_001371325.1:I(36)+E7(122);NM_001371328.1:I(36)+E6(122);NM_152444.4:I(36)+E7(122);NM_001371331.1:I(36)+E8(122);NM_001371327.1:I(36)+E6(122);NM_001146154.2:I(36)+E7(122);NM_001371330.1:I(36)+E8(122);NR_163921.1:I(36)+E7(122);NR_163921:I(36)+E7(122);NM_001146154:I(36)+E7(122);NM_001371326:I(36)+E6(122);NM_001371325:I(36)+E7(122);NM_001371329:I(36)+E6(122);NM_001146155:I(36)+E7(122);NM_001371332:I(36)+E8(122);NM_001371330:I(36)+E8(122);NM_001371331:I(36)+E8(122);NM_152444:I(36)+E7(122);NM_001371327:I(36)+E6(122);NM_001371328:I(36)+E6(122)	True,False,False,True	False	+GT/AG	False,False	False	True	+GT/AG	NIC	NNC	3	70f94b7c-a64d-4530-84e6-f4460391f83d,5d00a90b-f9b4-4ff9-ba1c-f89b25ba9120,8106088f-e5be-4872-a6d0-2f32b0b37e22	chr147387909573880176230,1580,923	chr14:73879095:73880176
chr14|73879095|73880176|2|40,122|0,959	chr14	73879095	73880176	+,+,+,+	ENSG00000140043,V9HW32,G3V2R9,PTGR2	ENSG00000140043,V9HW32,G3V2R9,PTGR2	2	40,122	0,959	162	N,N	ENST00000555228:E6(40);ENST00000555661:E6(40);ENST00000267568:E6(40);ENST00000556219:E4(40);ENST00000553813:E4(40);ENST00000555228.5:E6(40);ENST00000555661.5:E6(40);ENST00000267568.8:E6(40);ENST00000556219.1:E4(40);ENST00000553813.1:E4(40);NM_001371326.1:E5(40);NM_001146155.3:E6(40);NM_001371332.1:E7(40);NM_001371325.1:E6(40);NM_152444.4:E6(40);NM_001371331.1:E7(40);NM_001146154.2:E6(40);NM_001371330.1:E7(40);NM_001146154:E6(40);NM_001371326:E5(40);NM_001371325:E6(40);NM_001146155:E6(40);NM_001371332:E7(40);NM_001371330:E7(40);NM_001371331:E7(40);NM_152444:E6(40),ENST00000555228:E7(122);ENST00000555661:E7(122);ENST00000267568:E7(122);ENST00000556551:E6(122);ENST00000556219:E4(122);ENST00000553813:E5(122);ENST00000555228.5:E7(122);ENST00000555661.5:E7(122);ENST00000267568.8:E7(122);ENST00000556551.2:E6(122);ENST00000556219.1:E4(122);ENST00000553813.1:E5(122);NM_001371326.1:E6(122);NM_001371329.1:E6(122);NM_001146155.3:E7(122);NM_001371332.1:E8(122);NM_001371325.1:E7(122);NM_001371328.1:E6(122);NM_152444.4:E7(122);NM_001371331.1:E8(122);NM_001371327.1:E6(122);NM_001146154.2:E7(122);NM_001371330.1:E8(122);NR_163921.1:E7(122);NR_163921:E7(122);NM_001146154:E7(122);NM_001371326:E6(122);NM_001371325:E7(122);NM_001371329:E6(122);NM_001146155:E7(122);NM_001371332:E8(122);NM_001371330:E8(122);NM_001371331:E8(122);NM_152444:E7(122);NM_001371327:E6(122);NM_001371328:E6(122)	True,False,True,True	False	+GT/AG	False,True	False	True	+GT/AG	NIC	NNC	2	89b1f04e-1492-4309-9589-6ce6fea686ec,30a93d0c-ac07-4d5b-9026-487f1437e13c	chr147387909573880176240,1220,959	chr14:73879095:73880176
